case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,LBM-Knee_e13_style_specificity,LBM-Knee_e13_structure_preservation,LBM-Knee_e13_artifact_control,LBM-Knee_e13_note,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note,Hold4TwoStage_e20_style_specificity,Hold4TwoStage_e20_structure_preservation,Hold4TwoStage_e20_artifact_control,Hold4TwoStage_e20_note
Rococo__louise-elisabeth-vigee-le-brun_portrait-of-joseph-vernet-1778__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very blurry and washed out; Ukiyo-e style not evident; structure partially preserved but obscured by haze.,5,5,5,"Excellent Ukiyo-e stylization with flat colors, bold outlines, and decorative background; source structure perfectly preserved; no visible artifacts.",2,3,2,"Similar to LBM — overly hazy, lacks clear Ukiyo-e traits; structure faintly visible but degraded by blur and low contrast."
Impressionism__eugene-boudin_the-port-ships-at-dock__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Poor Rococo style transfer; heavy dark borders and muddy textures obscure content. Structure is partially preserved but degraded by artifacts.,5,5,5,"Excellent Rococo style with soft pastel tones, ornate frame, and painterly brushwork. Source structure (ships, water) is well-preserved with minimal artifacts.",3,3,2,"Moderate Rococo influence with some pink/blue washes, but structure is heavily distorted by smearing and noise. Artifacts reduce clarity significantly."
Impressionism__john-singer-sargent_lake-in-the-tyrol__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low Rococo style transfer; heavy dark vignetting and muddy color wash obscure content. Structure is partially preserved but degraded by artifacts.,5,5,5,Excellent Rococo style transfer with ornate framing and soft pastel palette. Source structure is perfectly preserved with no visible artifacts.,3,3,3,"Moderate style transfer with some Rococo-like softness, but lacks ornate detail. Structure is recognizable but blurry; some smudging artifacts present."
Early_Renaissance__leonardo-da-vinci_study-of-the-effect-of-light-on-a-profile-head-facsimile__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Minimal style transfer; retains source sketch aesthetic with no Ukiyo-e characteristics. Structure preserved well but lacks artistic reinterpretation.,5,5,5,"Excellent Ukiyo-e style application: bold lines, flat color blocks, and stylized facial features. Source structure (rays, text layout) preserved accurately. No visible artifacts.",1,2,1,"Severe degradation: image is washed out, text is illegible, and structure is distorted. No discernible Ukiyo-e style applied. High artifact presence."
Early_Renaissance__carlo-crivelli_saint-thomas-aquinas-1476__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very faded, washed-out appearance; lacks color richness and detail of Early Renaissance style. Structure is somewhat preserved but overly blurred.",5,5,5,"Excellent match to Early Renaissance style with rich colors, clear details, and faithful structure preservation. Minimal artifacts.",3,4,3,Moderate style transfer with some color and detail improvement over LBM but still lacks vibrancy and clarity. Some minor artifacts present.
Ukiyo_e__utagawa-kuniyoshi_tsuchigumo__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Fails to apply Renaissance style; retains source’s flat, decorative aesthetic with minimal textural or compositional change. Artifacts include smudging and loss of detail.",5,5,5,"Excellent transfer of Early Renaissance style: chiaroscuro, anatomical realism, and architectural framing are well-preserved. Structure is intact, artifacts minimal.",3,4,3,"Moderate style application with some Renaissance elements (e.g., drapery, lighting), but overall washout and blurring reduce fidelity. Structure mostly preserved but lacks crispness."
Impressionism__alfred-sisley_the-banks-of-the-oise-1878__to__Early_Renaissance,Impressionism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,4,3,"Moderate Renaissance feel with some texture and color shifts, but lacks strong stylistic coherence; structure preserved well but edges show slight distortion.",5,5,5,"Excellent Early Renaissance style transfer with accurate color palette, brushwork simulation, and structural fidelity; minimal artifacts.",2,3,2,"Very washed-out, low-contrast output; style is indistinct and overly blurred; structure is partially lost due to excessive smoothing."
Impressionism__william-merritt-chase_gray-day-on-the-lagoon-a-passenger-boat-venice__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,"Very faint, washed-out style; lacks Ukiyo-e characteristics. Structure preserved but overly blurred.",5,5,5,"Strong Ukiyo-e aesthetic with bold colors, clear lines, and atmospheric depth. Excellent structure and minimal artifacts.",2,3,2,Overly hazy and indistinct; style is nearly absent. Structure is blurred and artifacts (smudging) are prominent.
Rococo__benjamin-west_self-portrait-1770__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low style transfer; image appears faded and desaturated with no clear Renaissance stylistic markers. Structure is preserved but lacks texture or color depth. Heavy artifacts from over-smoothing or failed style injection.,5,5,5,"Excellent preservation of source structure and facial features. Style successfully applied with warm tones, soft chiaroscuro, and painterly texture reminiscent of Early Renaissance portraiture. No visible artifacts.",3,2,2,"Some stylistic warmth and softness applied, but structure is significantly blurred and distorted, especially around the face and hat. Artifacts include smudging and loss of detail. Style is partially present but poorly controlled."
Rococo__thomas-gainsborough_a-coastal-landscape-1782__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very washed out, low contrast, and lacks Rococo ornamentation or color palette. Structure is somewhat preserved but blurred. Heavy vignetting and edge artifacts degrade quality.",5,5,5,"Excellent Rococo style transfer with ornate frame, soft pastel colors, and delicate brushwork. Source structure (sails, cows, horizon) is perfectly preserved. No visible artifacts.",3,2,2,"Some Rococo-like softness and color, but structure is heavily distorted — sails and cows are smeared. Strong vertical streaking artifacts on the right side indicate poor artifact control."
Minimalism__agnes-martin_happy-valley-1967__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,1,1,Completely blank output; no style or structure transferred.,5,5,5,"Excellent Ukiyo-e style transfer with clear subject, accurate line work, color palette, and composition matching the target reference.",1,1,1,Blank output; failed to generate any meaningful content.
Impressionism__claude-monet_bordighera-the-house-of-gardener__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Faint, washed-out output with minimal stylistic influence; structure is partially preserved but lacks clarity and artistic intent.",5,5,5,"Strong minimalist geometric style applied cleanly; source structure (houses, sea, foliage) is well-preserved with crisp edges and no artifacts.",1,2,1,Extremely blurred and indistinct; fails to convey minimalism or preserve structure; heavy artifacts and loss of detail.
Ukiyo_e__ogata-gekko_print-from-series-women-s-customs-and-manners-1895-1__to__Minimalism,Ukiyo_e,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly desaturated and washed out; minimalism not achieved, structure partially preserved but lacks clarity.",5,5,5,Excellent minimalism via bold color blocking and clean geometry; source structure fully preserved with no artifacts.,3,4,3,"Moderate minimalism attempt; structure mostly intact but overly hazy and low-contrast, reducing stylistic impact."
Impressionism__camille-pissarro_the-gardener-afternoon-sun-eragny-1899__to__Early_Renaissance,Impressionism,Early_Renaissance,Seedream_repaired750,LBM-Knee_e13,Seedream_repaired750,Seedream_repaired750,4,5,3,2,"Strong Early Renaissance palette and texture, but heavy edge artifacts and structural distortion reduce fidelity.",4,5,5,"Excellent structure retention and clean output; style is subtly applied with good tonal harmony, though less overtly 'Renaissance' than LBM.",3,4,3,Moderate style transfer with soft blending; some loss of detail and mild haze reduces clarity and stylistic punch.
Minimalism__sean-scully_untitled-1973__to__Early_Renaissance,Minimalism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,LBM-Knee_e13,4,2,5,5,"Preserves source geometry perfectly with minimal artifacts, but fails to apply Renaissance style—output remains abstract green/white pattern.",5,4,3,"Strongly applies Early Renaissance aesthetic (warm tones, painterly texture, aged parchment feel) while largely preserving diagonal structure; minor warping and edge artifacts present.",3,3,2,"Shows some stylistic influence (faded tones, soft edges) but suffers from heavy blurring, loss of structural clarity, and inconsistent texture application."
Impressionism__konstantin-korovin_arctic-ocean-1913__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,3,Fails to capture minimalism; output is overly blurred and lacks stylistic intent. Structure is partially preserved but degraded by noise.,5,5,5,"Excellent minimalism with clean geometry, flat colors, and strong structural fidelity. No visible artifacts.",2,2,2,Overly washed out and lacks definition. Fails to convey minimalism or preserve source structure clearly.
Ukiyo_e__utagawa-kuniyoshi_tamatori-being-pursued-bya-dragon__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very blurry and washed-out; fails to capture Rococo elegance or detail. Structure is partially preserved but heavily degraded by noise and smearing.,5,5,5,"Excellent transfer: retains source composition while applying Rococo’s soft pastels, ornate framing, and painterly texture. Minimal artifacts, high fidelity to both content and style.",3,4,3,"Moderate style application with some Rococo color tones, but structure is distorted and artifacts (smudges, blotches) are visible. Less refined than Seedream."
Ukiyo_e__katsushika-hokusai_fishing-in-the-bay-uraga__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very washed-out, low contrast; structure is preserved but style is weak and lacks impressionist texture or color vibrancy.",5,5,5,"Excellent impressionist rendering with visible brushwork, rich color palette, and full structural fidelity to source. No artifacts.",3,4,3,"Moderate style transfer with some color and texture, but overly blurred and hazy; structure is mostly intact but lacks crispness."
Rococo__carl-ludwig-johann-christineck_portrait-of-paul-of-russia-dressed-as-chevalier-of-the-order-of-st-andrew-1760__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly blurred and washed out; lacks Ukiyo-e line work and color blocking. Structure is preserved but heavily degraded by haze.,5,5,5,"Excellent Ukiyo-e style transfer with clear outlines, flat color regions, and appropriate background gradient. Structure is well-preserved with minimal artifacts.",2,2,1,Extremely blurry and indistinct; fails to convey Ukiyo-e characteristics. Severe loss of detail and structural integrity.
Early_Renaissance__leonardo-da-vinci_study-of-the-effect-of-light-on-a-profile-head-facsimile__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,2,Poor Rococo style transfer; heavy dark borders and noise obscure content. Structure mostly preserved but degraded by artifacts.,5,5,5,"Excellent Rococo ornamental frame and color palette. Source structure (profile, rays, text) perfectly preserved with no visible artifacts.",3,2,1,"Weak style transfer; appears as a washed-out, overexposed sketch. Major structural distortion and severe blotchy artifacts throughout."
