case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,LBM-Knee_e13_style_specificity,LBM-Knee_e13_structure_preservation,LBM-Knee_e13_artifact_control,LBM-Knee_e13_note,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note,DualPathFresh_e01_style_specificity,DualPathFresh_e01_structure_preservation,DualPathFresh_e01_artifact_control,DualPathFresh_e01_note
Rococo__pietro-longhi_the-tooth-extractor__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very hazy, low contrast; impressionistic brushwork is vague and washed out. Structure is preserved but obscured by heavy blur/artifacts.",5,5,5,Excellent impressionist style with visible brushstrokes and color blending. Structure is perfectly preserved with no artifacts or distortion.,3,4,3,Moderate impressionist feel but overly smooth and blurry in areas. Some loss of detail and slight smudging artifacts reduce quality.
Rococo__canaletto_london-the-thames-and-the-city-of-london-from-the-terrace-of-richmond-house__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,"Overly desaturated and blurry; minimalism not clearly expressed, structure lost in noise.",5,5,5,"Strong minimalism with clean geometry, bold color blocks, and preserved scene structure; no visible artifacts.",2,3,3,"Faint, washed-out output; minimalism implied but poorly rendered; some structural ghosting remains."
Ukiyo_e__ogata-gekko_nihon-hana-zue-1896__to__Minimalism,Ukiyo_e,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly washed out and hazy; minimalism not clearly expressed, structure blurred, artifacts from over-smoothing.",5,5,5,"Clean, stylized interpretation with strong minimalism influence, excellent structure retention, no visible artifacts.",3,4,3,"Moderate minimalism applied, structure mostly preserved but slightly faded, mild haze/artifacts present."
Rococo__dmitry-levitzky_portrait-of-maria-palovna-narychkina-1773__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very hazy and low contrast; Ukiyo-e style is barely perceptible. Structure is preserved but obscured by foggy artifacts.,5,5,5,Excellent transfer of Ukiyo-e line work and color palette. Structure is perfectly preserved with no visible artifacts.,3,4,3,Shows some Ukiyo-e influence but lacks the crispness of the reference. Some smudging and loss of detail in the face and clothing.
Impressionism__armand-guillaumin_valley-in-pontgibaud-1890__to__Early_Renaissance,Impressionism,Early_Renaissance,DualPathFresh_e01,DualPathFresh_e01,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Overly textured and noisy; style is vague and not clearly Early Renaissance; structure preserved but with heavy artifacts.,3,5,5,Excellent structure preservation and minimal artifacts; style is somewhat muted but recognizable as Renaissance-inspired.,5,4,4,Strongest Early Renaissance style transfer with appropriate color palette and brushwork; minor structural softness but overall high quality.
Impressionism__konstantin-korovin_arctic-ocean-1913__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,DualPathFresh_e01,4,2,3,2,Very weak Rococo style; heavy dark vignette and blur obscure content; structure partially preserved but degraded by artifacts.,5,5,4,Strong Rococo aesthetic with ornate frame and soft palette; source structure well preserved; minor edge artifacts in frame rendering.,3,4,5,Moderate Rococo feel via color and texture; structure mostly intact; very clean output with minimal artifacts.
Minimalism__yves-klein_untitled-yellow-monochrome-1956__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,3,Very faint Ukiyo-e texture; structure preserved but style is nearly absent. Minimal artifacts.,5,5,5,Excellent Ukiyo-e color palette and paper texture; perfectly preserves source shape and edges; no visible artifacts.,3,2,2,Some Ukiyo-e wash effect but overly blurred; structure is lost in noise; significant smearing artifacts.
Early_Renaissance__piero-della-francesca_portrait-of-a-boy__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and washed out; minimalism not clearly expressed, structure preserved but with heavy halo artifacts.",5,5,5,"Clean, stylized vector-like rendering with strong minimalism; excellent structure retention and no visible artifacts.",3,4,3,Moderate minimalism with soft gradients; structure mostly preserved but suffers from slight blurring and low contrast.
Early_Renaissance__fra-angelico_coronation-of-the-virgin-detail-1435-1__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,3,Overly blurred and washed-out; loses both style and structural detail. Fails to capture minimalism or source content clearly.,5,5,5,"Excellent minimalism: bold flat colors, clean geometry, strong silhouette preservation. No artifacts. Best overall match to target style while retaining source structure.",3,4,4,Moderate minimalism with soft gradients and some loss of edge definition. Structure mostly preserved but lacks crispness. Some haze reduces clarity.
Minimalism__john-mclaughlin_number-4__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,LBM-Knee_e13,4,2,5,5,"Perfectly preserves source structure with no artifacts, but fails to apply Rococo style—output is nearly identical to source.",5,3,3,Strongly applies Rococo ornamental style with high fidelity; structure is partially preserved but distorted by decorative framing; minor artifacts in border blending.,3,2,2,"Shows faint Rococo color palette and texture hints, but structure is heavily blurred and degraded; significant loss of detail and soft artifacts throughout."
Ukiyo_e__keisai-eisen_the-courtesan-kaoru-of-owariya-matched-with-okitsu-1825(1)__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,DualPathFresh_e01,DualPathFresh_e01,LBM-Knee_e13,DualPathFresh_e01,4,3,5,4,Preserves source structure well but applies only a mild texture overlay; lacks strong Early Renaissance stylistic cues.,2,2,2,Fails to preserve source content; replaces it with an unrelated figure. No coherent style transfer achieved.,5,4,5,"Strongly evokes Early Renaissance aesthetics (fresco-like texture, muted palette, aged paper effect) while preserving source layout and minimizing artifacts."
Rococo__william-hogarth_the-countess-s-morning-levee__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very washed out, low contrast, and lacks Renaissance color depth or texture. Structure is preserved but style is nearly absent.",5,5,5,"Excellent match to Early Renaissance palette (ochres, deep reds, blues), realistic skin tones, and preserved architectural details. No visible artifacts.",3,4,3,Better than LBM but still too hazy and desaturated. Lacks the crispness and rich pigment saturation of true Renaissance style. Some minor smudging in background.
Minimalism__yves-klein_untitled-yellow-monochrome-1956__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,3,Fails to capture minimalism; overly washed out and lacks color fidelity. Structure preserved but style is lost.,5,5,5,"Excellent match to minimalism: clean, solid color, sharp edges, no artifacts. Perfectly preserves source structure.",3,4,2,Color is too pale and blurry; introduces noise/artifacts. Structure mostly preserved but style is weak and inconsistent.
Impressionism__eugene-boudin_trouville-the-fish-market-1884__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly blurred and washed out; loses both style and structural detail. Minimalist intent not achieved.,5,5,5,"Excellent minimalist abstraction with clean geometry, preserved scene structure, and no visible artifacts. Strongest match to target style.",3,4,3,"Moderate minimalist effect with soft edges and muted tones, but lacks crispness and introduces slight smudging. Structure mostly preserved."
Impressionism__claude-monet_bordighera-the-house-of-gardener__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly washed-out and desaturated; loses color vibrancy and brushwork texture of Impressionism. Structure is somewhat preserved but blurred.,5,5,5,"Excellent match to Impressionist style: visible brushstrokes, rich color palette, soft edges, and atmospheric lighting. Source structure (houses, trees, sky) is well preserved with no artifacts.",3,4,3,"Moderate Impressionist feel with some color variation and softness, but lacks consistent brushwork and appears slightly over-smoothed or noisy in areas. Structure is mostly intact."
Ukiyo_e__utagawa-kuniyoshi_a-record-of-origins-of-the-great-country-of-japan__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Minimal style transfer; mostly preserves line art with faint color wash. Lacks Impressionist brushwork and vibrancy.,5,5,5,"Excellent Impressionist rendering: visible brushstrokes, rich color palette, dynamic lighting, and faithful structural fidelity to source.",3,4,4,"Moderate style application — some texture and color added but inconsistent. Structure preserved well, minor artifacts in wave detail."
Impressionism__antoine-blanchard_place-de-la-madeleine-hiver__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very weak Rococo influence; appears as a desaturated, blurry version of source with no ornamental or thematic styling. Structure is preserved but lacks artistic intent.",5,5,5,"Excellent Rococo integration: ornate frame, soft pastel palette, romanticized figures implied in composition, and elegant brushwork. Source structure perfectly preserved with stylistic enhancement. No artifacts.",3,4,3,"Moderate Rococo feel via color wash and soft edges, but lacks defining motifs (frames, figures, ornamentation). Structure mostly intact but slightly blurred. Some smudging artifacts near edges."
Early_Renaissance__andrea-mantegna_adoration-of-the-magi-central-panel-from-the-altarpiece__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Faint Rococo pastel tones but lacks ornamental framing and detail; structure is somewhat preserved but blurred; noticeable smudging and loss of figure definition.,5,5,5,"Excellent Rococo styling with ornate gilded frame, soft pastel palette, and delicate brushwork; source composition and figures are clearly preserved; minimal artifacts, clean edges and coherent lighting.",3,4,3,Moderate Rococo influence with muted pastels and some decorative elements; structure is well preserved but figures lack refinement; slight haze and softening reduce clarity and introduce minor artifacts.
Early_Renaissance__pisanello_stork-1430__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,DualPathFresh_e01,4,2,4,3,"Very muted, washed-out style; lacks Ukiyo-e color and line quality. Structure is well preserved but overall aesthetic is weak.",5,5,4,"Excellent Ukiyo-e style transfer with rich colors, bold outlines, and appropriate background. Minor artifact on bird’s head but overall strongest result.",3,4,5,Clean output with minimal artifacts and good structure. Style is somewhat faded and lacks the vibrancy and detail of true Ukiyo-e.
Ukiyo_e__ogata-gekko_nihon-hana-zue-1896__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,DualPathFresh_e01,DualPathFresh_e01,DualPathFresh_e01,DualPathFresh_e01,4,2,3,2,"Faint, washed-out style transfer; lacks Renaissance texture and depth. Structure preserved but overly faded. Artifacts include uneven tonal washes and loss of detail.",3,4,3,"Better color saturation and some Renaissance-like lighting, but still too dark and muddy. Structure well preserved. Minor artifacts in shadow areas.",5,5,5,"Excellent Early Renaissance style: warm chiaroscuro, soft glazing, and aged paper texture. Structure perfectly preserved. No visible artifacts. Best overall match."
Impressionism__konstantin-korovin_arctic-ocean-1913__to__Early_Renaissance,Impressionism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,"Very washed-out, lacks Renaissance texture and color depth; structure is preserved but overly blurred.",5,5,5,Excellent match to Early Renaissance palette and brushwork; source structure perfectly retained with no artifacts.,3,4,3,Moderate style transfer with some haze; structure is mostly intact but slightly softened.
