case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,LBM-PS-v2_e13_style_specificity,LBM-PS-v2_e13_structure_preservation,LBM-PS-v2_e13_artifact_control,LBM-PS-v2_e13_note,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note,SaMAM_2250_style_specificity,SaMAM_2250_structure_preservation,SaMAM_2250_artifact_control,SaMAM_2250_note
Ukiyo_e__keisai-eisen_the-courtesan-kaoru-of-owariya-matched-with-okitsu-1825(1)__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,2,2,1,Overly blurred and abstract; loses both style and structure.,3,3,3,Moderate style transfer with some structural fidelity; minor artifacts in background.,5,5,5,Excellent preservation of source structure and strong Early Renaissance stylistic elements; clean output.
Ukiyo_e__keisai-eisen_the-courtesan-kaoru-of-owariya-matched-with-okitsu-1825(1)__to__Impressionism,Ukiyo_e,Impressionism,SaMAM_2250,SaMAM_2250,LBM-PS-v2_e13,SaMAM_2250,4,2,5,3,High structure retention but very weak Impressionist style; appears washed out and lacks brushwork or color vibrancy.,3,4,3,Moderate style transfer with some Impressionist flair; minor artifacts in background and slight color bleeding.,5,4,5,Strongest Impressionist style with visible brushstrokes and palette; clean output with minimal artifacts and good structural fidelity.
Ukiyo_e__keisai-eisen_the-courtesan-kaoru-of-owariya-matched-with-okitsu-1825(1)__to__Minimalism,Ukiyo_e,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,1,1,Overly blurred and abstract; loses all structural and stylistic fidelity to source.,5,5,5,"Perfectly preserves source structure while applying clean, minimal geometric patterns matching target style.",3,4,3,Retains structure but applies heavy texture and noise; style is diluted by ornate details not aligned with minimalism.
Ukiyo_e__keisai-eisen_the-courtesan-kaoru-of-owariya-matched-with-okitsu-1825(1)__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,2,1,Extremely blurry and indistinct; fails to convey Rococo elegance or source structure.,5,5,5,"Excellent Rococo styling with ornate details, faithful to source composition, and clean output.",4,4,4,"Strong Rococo style and good structure, but slightly less refined than D in texture and detail."
Ukiyo_e__keisai-eisen_the-courtesan-kaoru-of-owariya-matched-with-okitsu-1825(1)__to__Ukiyo_e,Ukiyo_e,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,2,1,Extremely blurry and washed out; loses nearly all Ukiyo-e stylistic markers and structural detail.,5,5,5,"Excellent Ukiyo-e style transfer with crisp linework, traditional color palette, and faithful preservation of source composition and details.",4,4,4,"Strong Ukiyo-e styling with good structure, but slightly less refined linework and minor color bleeding compared to D."
Ukiyo_e__keisai-eisen_yabai-with-two-women-1840__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,SaMAM_2250,SaMAM_2250,Seedream_repaired750,SaMAM_2250,4,2,3,2,Overly blurred and washed out; loses both stylistic detail and structural clarity.,3,5,3,"Strong structural fidelity and plausible Renaissance drapery/lighting, but color palette feels slightly modern.",5,4,5,"Excellent Early Renaissance style match with clean edges, appropriate color harmony, and minimal artifacts."
Ukiyo_e__keisai-eisen_yabai-with-two-women-1840__to__Impressionism,Ukiyo_e,Impressionism,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,2,1,1,"Overly blurred, loses all structural detail and stylistic coherence; appears as noise rather than impressionism.",3,3,3,Moderate impressionist brushwork but introduces color distortion and slight structural warping; artifacts visible in background.,5,5,5,"Excellent impressionist rendering with preserved composition, soft edges, and no visible artifacts; matches target style closely."
Ukiyo_e__keisai-eisen_yabai-with-two-women-1840__to__Minimalism,Ukiyo_e,Minimalism,SaMAM_2250,SaMAM_2250,LBM-PS-v2_e13,SaMAM_2250,4,2,5,3,Highly preserves source structure but lacks minimalism; overly abstract and blurry.,3,2,2,Strong minimalism in color blocking but distorts source structure and introduces artifacts.,5,4,5,"Best balance: clean minimal aesthetic, retains key compositional elements, no visible artifacts."
Ukiyo_e__keisai-eisen_yabai-with-two-women-1840__to__Ukiyo_e,Ukiyo_e,Ukiyo_e,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,5,1,1,1,Completely lost structure and style; appears as abstract blur with no Ukiyo-e characteristics.,3,3,3,"Retains basic composition and some color palette, but lacks fine linework and texture typical of Ukiyo-e; mild artifacts in background.",5,5,5,"Excellent preservation of original structure, strong Ukiyo-e stylistic elements (bold outlines, flat color blocks, woodblock texture), minimal artifacts."
Ukiyo_e__kitagawa-utamaro_the-hour-of-the-horse__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,2,3,1,Extremely blurry and washed out; loses all stylistic detail and structural clarity.,3,4,3,Moderate Early Renaissance tone and texture; structure mostly preserved but with slight color desaturation and soft edges.,5,5,5,Strong Early Renaissance palette and brushwork simulation; structure fully preserved with crisp details and no visible artifacts.
Ukiyo_e__kitagawa-utamaro_the-hour-of-the-horse__to__Impressionism,Ukiyo_e,Impressionism,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,2,3,2,Overly blurred; loses both style and structure.,3,4,4,Good structure and moderate impressionistic texture.,5,5,5,Strong Impressionist brushwork with excellent structure and minimal artifacts.
Ukiyo_e__kitagawa-utamaro_the-hour-of-the-horse__to__Minimalism,Ukiyo_e,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,2,1,Extremely blurred; no discernible style or structure.,5,5,5,"Clean, faithful minimalism with preserved structure and no artifacts.",3,4,3,Some color distortion and slight loss of detail; moderate style adherence.
Ukiyo_e__kitagawa-utamaro_the-hour-of-the-horse__to__Rococo,Ukiyo_e,Rococo,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,5,2,3,2,Overly blurred and smudged; loses both Rococo elegance and structural clarity.,4,4,4,Good Rococo color palette and softness; minor over-smoothing but retains key elements.,5,5,5,Excellent Rococo styling with preserved structure and minimal artifacts; best overall.
Ukiyo_e__kitagawa-utamaro_the-hour-of-the-horse__to__Ukiyo_e,Ukiyo_e,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,1,1,Extremely blurry and washed out; loses all Ukiyo-e characteristics and structural detail.,5,5,5,"Excellent Ukiyo-e style with bold outlines, flat color blocks, and traditional composition; perfectly preserves source structure with no artifacts.",4,4,4,Strong Ukiyo-e style but slightly less crisp than D; minor color bleeding and slight loss of fine line definition.
Ukiyo_e__kitagawa-utamaro_upon-my-oath__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,5,2,2,1,Highly abstracted and blurry; loses both style and structure entirely.,3,4,4,"Good Renaissance style and structure, but slightly over-smoothed and lacks fine detail fidelity.",5,5,5,Perfectly captures Early Renaissance style while preserving source structure with minimal artifacts.
Ukiyo_e__kitagawa-utamaro_upon-my-oath__to__Impressionism,Ukiyo_e,Impressionism,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,2,1,1,Extremely blurry; no discernible style or structure preserved.,4,3,3,Strong Impressionist brushwork and color palette; some structural distortion and minor artifacts.,5,5,5,Excellent Impressionist rendering with full structural fidelity and minimal artifacts.
Ukiyo_e__kitagawa-utamaro_upon-my-oath__to__Minimalism,Ukiyo_e,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,1,3,Overly blurred and abstract; loses all structural and stylistic fidelity to source.,5,5,5,"Perfectly preserves source structure while applying minimalism via clean lines, reduced color palette, and simplified background.",3,4,4,Retains structure well but applies minimalism inconsistently; some areas retain too much detail or color.
Ukiyo_e__kitagawa-utamaro_upon-my-oath__to__Rococo,Ukiyo_e,Rococo,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,5,2,1,1,Highly abstracted; loses all structural and stylistic fidelity to source and Rococo target.,4,3,3,Strong Rococo color palette and decorative motifs; structure partially preserved but with softening and minor artifacts.,5,5,5,"Excellent Rococo styling with ornate details, harmonious colors, and near-perfect preservation of source structure and clarity."
Ukiyo_e__kitagawa-utamaro_upon-my-oath__to__Ukiyo_e,Ukiyo_e,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,1,1,Completely lost structure and style; appears as abstract noise with no discernible subject or Ukiyo-e characteristics.,5,5,5,"Excellent Ukiyo-e style transfer with clear line work, traditional color palette, and faithful preservation of the source figure’s pose and composition. Minimal artifacts.",4,4,4,"Strong Ukiyo-e styling with good structural fidelity, but slightly softer lines and less crisp detail than D. Minor smoothing artifacts reduce overall sharpness."
Ukiyo_e__kitagawa-utamaro_yama-uba-and-kintaro-1__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,SaMAM_2250,SaMAM_2250,LBM-PS-v2_e13,SaMAM_2250,4,2,5,3,"High structure retention but very weak Early Renaissance style; blurry, indistinct forms reduce stylistic fidelity.",3,4,4,Moderate Renaissance styling with soft lighting and classical composition; some loss of fine detail in faces and clothing.,5,4,5,"Strong Early Renaissance aesthetic — chiaroscuro, drapery, and facial modeling match target; clean output with minimal artifacts."
Ukiyo_e__kitagawa-utamaro_yama-uba-and-kintaro-1__to__Impressionism,Ukiyo_e,Impressionism,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,2,1,1,Overly blurred and abstract; loses both style and structure.,4,3,3,Strong impressionistic brushwork but slight color bleeding and edge softening.,5,5,5,Excellent balance: preserves original composition while applying authentic Impressionist texture and palette.
Ukiyo_e__kitagawa-utamaro_yama-uba-and-kintaro-1__to__Minimalism,Ukiyo_e,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,1,1,"Overly blurred, loses all structural and stylistic fidelity; appears as noise rather than minimalism.",5,5,5,"Clean lines, flat color blocks, and simplified forms perfectly embody minimalism while preserving source structure.",3,4,3,Retains structure but retains too much detail and texture; lacks the stark simplicity of true minimalism.
Ukiyo_e__kitagawa-utamaro_yama-uba-and-kintaro-1__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,2,1,Highly abstracted; loses both Rococo elegance and source structure. Heavy blur and smudging obscure details.,5,5,5,"Excellent Rococo styling with ornate framing, soft pastel tones, and decorative flourishes. Faithfully preserves source composition and facial expressions. Clean output with minimal artifacts.",3,4,4,Moderate Rococo influence via light background and subtle ornamentation. Structure well preserved but style less distinctive than D. Minor edge artifacts present.
Ukiyo_e__kitagawa-utamaro_yama-uba-and-kintaro-1__to__Ukiyo_e,Ukiyo_e,Ukiyo_e,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,5,2,2,2,Extremely blurry and indistinct; loses both style and structure entirely.,4,4,4,Good Ukiyo-e style with soft gradients and ink-like tones; minor halo artifacts around edges.,5,5,5,"Strong Ukiyo-e aesthetic with clean lines, flat color blocks, and minimal artifacts; best overall fidelity."
Ukiyo_e__ogata-gekko_nihon-hana-zue-1896__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,SaMAM_2250,SaMAM_2250,Seedream_repaired750,SaMAM_2250,4,2,3,2,Very blurry and abstract; loses most structural detail and style cues.,3,5,3,Preserves structure well but style is muted and lacks Renaissance clarity.,5,4,5,"Strong Early Renaissance style with clear figures, balanced composition, and minimal artifacts."
Ukiyo_e__ogata-gekko_nihon-hana-zue-1896__to__Impressionism,Ukiyo_e,Impressionism,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,2,3,2,Overly blurred; loses both style and structure.,4,3,3,Strong Impressionist brushwork but some color bleeding and structural softening.,5,5,5,Excellent Impressionist texture with full structural fidelity and minimal artifacts.
Ukiyo_e__ogata-gekko_nihon-hana-zue-1896__to__Minimalism,Ukiyo_e,Minimalism,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,2,1,1,"Overly blurred, loses all structural and stylistic fidelity; appears as noise rather than minimalism.",3,4,3,Retains structure but adds decorative elements (cherry blossoms) that contradict minimalism; slight color shift.,5,5,5,"Clean, muted palette with simplified forms; preserves original composition while enforcing minimal aesthetic without artifacts."
Ukiyo_e__ogata-gekko_nihon-hana-zue-1896__to__Rococo,Ukiyo_e,Rococo,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,2,1,1,Extremely blurry and abstract; no discernible Rococo elements or source structure.,3,3,3,Shows some Rococo framing and color but distorts source geometry; moderate artifacts.,5,5,5,"Faithfully preserves source structure while applying soft Rococo palette, brushwork, and ornamental framing with minimal artifacts."
Ukiyo_e__ogata-gekko_nihon-hana-zue-1896__to__Ukiyo_e,Ukiyo_e,Ukiyo_e,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,5,1,2,1,Extremely blurry and washed out; no discernible Ukiyo-e style or structure.,3,4,3,Moderate Ukiyo-e color palette and line work; structure mostly preserved but with slight softening and minor artifacts.,5,5,5,"Excellent Ukiyo-e style transfer with bold outlines, flat colors, and traditional composition; structure perfectly preserved; minimal artifacts."
Ukiyo_e__ogata-gekko_print-from-series-women-s-customs-and-manners-1895-1__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,5,2,3,2,Overly blurred and washed out; loses both style and structural clarity.,4,4,4,Good stylistic match with minor color shifts; structure mostly preserved.,5,5,5,Excellent Early Renaissance style transfer with full structural fidelity and no visible artifacts.
Ukiyo_e__ogata-gekko_print-from-series-women-s-customs-and-manners-1895-1__to__Impressionism,Ukiyo_e,Impressionism,SaMAM_2250,Seedream_repaired750,SaMAM_2250,SaMAM_2250,4,2,3,2,"Overly blurred, loses both style and structure; resembles noise rather than impressionism.",5,3,3,Strong impressionistic brushwork and color palette; structure partially preserved but with some distortion.,4,5,5,"Cleanest output: retains source structure well, applies subtle impressionistic texture without artifacts or over-stylization."
Ukiyo_e__ogata-gekko_print-from-series-women-s-customs-and-manners-1895-1__to__Minimalism,Ukiyo_e,Minimalism,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,2,1,1,"Overly blurred, loses all structural and stylistic detail; appears as noise rather than minimalism.",3,4,3,"Retains structure but adds non-minimal elements (red flowers, bold colors); artifacts from color saturation.",5,5,5,Cleanly reduces complexity while preserving composition and subject; true minimalism with no artifacts.
